,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
skill_home[2990],-0.148087,0.466228,1.04001,-1.75862,-0.206127,1.59841,4.97594,0.000325534,1.67497
skill_home[2991],0.043565,0.465865,1.02227,-1.54026,-0.0149963,1.76568,4.81513,0.000315014,1.73113
skill_home[2992],-0.516876,0.464531,1.00952,-2.07301,-0.582188,1.19248,4.72284,0.000308975,1.76898
skill_home[2993],0.377258,0.46445,1.00119,-1.16319,0.305748,2.07005,4.64683,0.000304003,1.80244
skill_home[2994],0.275511,0.465386,1.00849,-1.27627,0.206419,1.97046,4.69586,0.000307211,1.77898
skill_home[2995],0.150976,0.467011,1.01827,-1.42143,0.0852623,1.85712,4.75414,0.000311023,1.7564
skill_home[2996],0.0425348,0.467916,1.02694,-1.54094,-0.0273927,1.76812,4.8168,0.000315123,1.73051
skill_home[2997],0.14999,0.465853,1.01657,-1.41804,0.0858181,1.86736,4.76189,0.000311531,1.75169
skill_home[2998],-0.146047,0.468007,1.00399,-1.68384,-0.217907,1.55642,4.60209,0.000301076,1.82326
skill_home[2999],0.273148,0.465259,1.00774,-1.27911,0.202558,1.95796,4.69143,0.000306921,1.78008
skill_home[3000],0.0434221,0.467747,1.02652,-1.54801,-0.016794,1.77103,4.81625,0.000315087,1.7297
skill_home[3001],0.103399,0.465519,1.00027,-1.44062,0.0385069,1.78701,4.61704,0.000302054,1.8167
skill_home[3002],-0.378768,0.465882,0.994778,-1.90828,-0.452665,1.28549,4.55932,0.000298278,1.84206
skill_home[3003],-0.144433,0.466814,1.04332,-1.76357,-0.208173,1.60565,4.99515,0.000326791,1.67201
skill_home[3004],-0.146767,0.466008,1.01045,-1.69516,-0.218301,1.54615,4.70156,0.000307583,1.77159
skill_home[3005],-0.148191,0.46602,1.01254,-1.71636,-0.212278,1.56645,4.72085,0.000308845,1.76794
skill_home[3006],0.350044,0.465241,1.00462,-1.19337,0.2851,2.03474,4.6628,0.000305048,1.79445
skill_home[3007],-0.567817,0.465231,1.00838,-2.12766,-0.638932,1.13453,4.698,0.00030735,1.77736
skill_home[3008],0.0445454,0.465904,0.99333,-1.46961,-0.0347032,1.72139,4.54563,0.000297382,1.8494
skill_home[3009],-0.0644728,0.463891,0.995979,-1.59578,-0.139642,1.6132,4.60966,0.000301571,1.82403
skill_home[3010],-0.337968,0.467161,1.0256,-1.92335,-0.408113,1.39795,4.81976,0.000315316,1.72792
skill_home[3011],-0.400053,0.466138,1.00149,-1.93724,-0.473561,1.28741,4.61597,0.000301984,1.81595
skill_home[3012],-0.146535,0.466209,1.01444,-1.71429,-0.212464,1.56735,4.73467,0.000309749,1.76393
skill_home[3013],-0.0672187,0.465904,0.996919,-1.59356,-0.134133,1.60485,4.57854,0.000299535,1.83457
skill_home[3014],-0.513478,0.466832,1.01238,-2.0847,-0.578324,1.18823,4.70289,0.000307671,1.77577
skill_home[3015],-0.148911,0.465275,0.999968,-1.68503,-0.220512,1.5349,4.61906,0.000302186,1.81701
skill_home[3016],0.149389,0.465735,1.01454,-1.4171,0.0827322,1.85927,4.7453,0.000310445,1.75885
skill_home[3017],-0.0327977,0.46497,1.0055,-1.57118,-0.099983,1.65883,4.67643,0.00030594,1.78278
skill_home[3018],-0.444066,0.465794,1.01571,-2.00978,-0.510741,1.26686,4.75504,0.000311082,1.75353
skill_home[3019],-0.143911,0.467546,1.03995,-1.7664,-0.201106,1.6039,4.94738,0.000323665,1.68449
skill_home[3020],-0.514757,0.465704,1.0111,-2.08139,-0.583446,1.18126,4.71375,0.000308381,1.77465
skill_home[3021],0.104111,0.464349,0.997324,-1.42749,0.0339095,1.79396,4.61301,0.00030179,1.8141
skill_away[1],-0.445334,0.466166,1.01703,-2.01287,-0.512518,1.26886,4.75976,0.000311391,1.7521
skill_away[2],-0.146474,0.464639,1.01091,-1.70776,-0.214855,1.55568,4.73367,0.000309684,1.76391
skill_away[3],0.105437,0.464099,0.996335,-1.42261,0.0344432,1.78385,4.60883,0.000301517,1.82189
skill_away[4],0.0429643,0.467182,1.02707,-1.5518,-0.0206105,1.78318,4.83314,0.000316192,1.72379
skill_away[5],-0.146347,0.469686,1.04515,-1.77589,-0.200385,1.59965,4.95158,0.00032394,1.68244
skill_away[6],-0.261618,0.465271,1.00555,-1.80733,-0.328195,1.43963,4.67089,0.000305577,1.78787
skill_away[7],-0.336758,0.465782,1.02401,-1.92679,-0.398789,1.38225,4.83329,0.000316202,1.72668
skill_away[8],-0.605706,0.464214,1.00554,-2.14952,-0.673586,1.09297,4.69208,0.000306963,1.78198
skill_away[9],-0.337134,0.46767,1.02684,-1.93164,-0.403098,1.38375,4.82088,0.000315389,1.72877
skill_away[10],-0.227631,0.466919,0.999193,-1.75394,-0.302209,1.44964,4.57948,0.000299597,1.83297
skill_away[11],-0.56786,0.465755,1.00865,-2.12094,-0.638129,1.13045,4.68997,0.000306825,1.778
skill_away[12],-0.445939,0.465739,1.01636,-2.0115,-0.508174,1.26522,4.7622,0.00031155,1.75314
skill_away[13],-0.2285,0.465363,0.998257,-1.76028,-0.300702,1.45978,4.60152,0.000301038,1.82375
skill_away[14],-0.262094,0.466702,1.00719,-1.81403,-0.329282,1.42692,4.6574,0.000304694,1.79238
skill_away[15],0.0421962,0.465774,1.02537,-1.53402,-0.0241099,1.767,4.84631,0.000317053,1.7211
skill_away[16],-0.443625,0.465737,1.0138,-2.0118,-0.505895,1.26338,4.73832,0.000309989,1.75999
skill_away[17],-0.445313,0.466539,1.01742,-2.02392,-0.505999,1.25908,4.75583,0.000311134,1.75681
skill_away[18],-0.263074,0.466354,1.00665,-1.80391,-0.330003,1.42731,4.65936,0.000304822,1.79433
skill_away[19],-0.147329,0.46617,1.0012,-1.68697,-0.216263,1.53337,4.6127,0.00030177,1.8178
skill_away[20],0.220614,0.466129,1.01226,-1.34328,0.148634,1.91852,4.71598,0.000308527,1.76927
skill_away[21],0.223214,0.466275,1.01254,-1.3343,0.156978,1.92936,4.71558,0.000308501,1.77171
skill_away[22],0.0448911,0.466923,1.02385,-1.53777,-0.0211376,1.76361,4.80816,0.000314557,1.73139
skill_away[23],0.149248,0.466858,1.01604,-1.41237,0.0784354,1.86465,4.73639,0.000309862,1.76118
skill_away[24],0.223711,0.465453,1.01052,-1.33672,0.156149,1.92192,4.7134,0.000308358,1.77307
skill_away[25],0.15366,0.466158,1.01576,-1.40879,0.0870704,1.86929,4.74802,0.000310623,1.7609
skill_away[26],0.348994,0.465786,1.00645,-1.19612,0.28124,2.04369,4.66885,0.000305443,1.79437
skill_away[27],0.0432049,0.466797,1.02653,-1.54708,-0.0134296,1.77659,4.83602,0.00031638,1.72474
skill_away[28],0.273836,0.466272,1.01081,-1.28385,0.204656,1.97637,4.69959,0.000307455,1.77943
skill_away[29],0.0447116,0.465835,1.02529,-1.54719,-0.0196643,1.77143,4.84427,0.00031692,1.72112
skill_away[30],-0.145672,0.466714,1.01315,-1.70647,-0.212781,1.5645,4.71247,0.000308297,1.76852
skill_away[31],-0.146688,0.466658,1.0392,-1.76417,-0.208665,1.5983,4.95907,0.00032443,1.68007
skill_away[32],-0.226874,0.464651,0.995231,-1.76409,-0.296749,1.44526,4.58768,0.000300133,1.82708
skill_away[33],-0.147016,0.465559,1.03968,-1.76835,-0.20229,1.59307,4.9871,0.000326264,1.67213
skill_away[34],-0.444149,0.468424,1.0181,-2.01807,-0.512036,1.26728,4.72396,0.000309049,1.76432
skill_away[35],-0.34021,0.465825,1.00315,-1.89226,-0.412966,1.34704,4.63757,0.000303397,1.80277
skill_away[36],-0.146191,0.468344,1.04577,-1.77097,-0.19614,1.61755,4.98591,0.000326186,1.67204
skill_away[37],-0.444765,0.467192,1.01839,-2.01414,-0.510258,1.26708,4.75155,0.000310854,1.75354
skill_away[38],-0.398999,0.466351,1.00115,-1.94585,-0.469803,1.28716,4.6086,0.000301502,1.81513
skill_away[39],0.150026,0.465591,1.01489,-1.41126,0.0898501,1.85503,4.75151,0.000310851,1.755
skill_away[40],-0.263274,0.464689,1.00561,-1.80932,-0.334764,1.43046,4.68306,0.000306373,1.7845
skill_away[41],-0.343105,0.465038,1.00005,-1.88066,-0.415317,1.3348,4.62448,0.000302541,1.80978
skill_away[42],-0.442927,0.466696,1.01755,-2.02219,-0.503869,1.26892,4.75386,0.000311005,1.75458
skill_away[43],-0.143974,0.466397,1.01227,-1.70038,-0.208109,1.55563,4.71065,0.000308178,1.77146
skill_away[44],-0.0325168,0.46564,1.00569,-1.582,-0.102546,1.65924,4.66475,0.000305176,1.7888
skill_away[45],-0.145176,0.467386,1.0394,-1.76575,-0.202657,1.60606,4.94556,0.000323546,1.68528
skill_away[46],-0.336817,0.466889,1.02276,-1.91737,-0.402796,1.37631,4.79869,0.000313938,1.73634
skill_away[47],-0.227921,0.465386,0.996762,-1.75926,-0.291476,1.45355,4.5873,0.000300108,1.82819
skill_away[48],-0.261103,0.464927,1.00391,-1.81077,-0.329886,1.42694,4.66255,0.000305031,1.79379
skill_away[49],-0.336403,0.46767,1.02638,-1.9217,-0.39781,1.39658,4.81658,0.000315108,1.73072
skill_away[50],0.219908,0.466136,1.01194,-1.33769,0.149944,1.93269,4.71284,0.000308321,1.77206
skill_away[51],0.0427571,0.466418,1.02377,-1.54814,-0.0186397,1.75953,4.81781,0.000315189,1.72749
skill_away[52],0.0440097,0.466553,1.02487,-1.54314,-0.0149285,1.76187,4.82539,0.000315684,1.72832
skill_away[53],-0.338542,0.466917,1.02499,-1.9268,-0.401887,1.38249,4.819,0.000315267,1.72727
skill_away[54],-0.514833,0.464734,1.00999,-2.07228,-0.576456,1.18193,4.72307,0.000308991,1.76776
skill_away[55],0.221021,0.466455,1.01394,-1.33897,0.151394,1.93423,4.72502,0.000309118,1.76887
skill_away[56],0.274135,0.464987,1.00611,-1.27307,0.206693,1.96311,4.68172,0.000306285,1.78573
skill_away[57],0.0464287,0.465205,1.00243,-1.49258,-0.0244239,1.73998,4.6432,0.000303766,1.80321
skill_away[58],-0.444986,0.465767,1.01804,-2.02159,-0.508889,1.26324,4.77742,0.000312546,1.74656
skill_away[59],-0.336933,0.467101,1.02781,-1.92101,-0.395797,1.39745,4.84173,0.000316754,1.72164
skill_away[60],-0.609984,0.466717,1.00757,-2.15627,-0.681288,1.08327,4.66057,0.000304902,1.79493
skill_away[61],-0.145682,0.464384,0.998561,-1.67512,-0.21642,1.535,4.62375,0.000302493,1.81048
skill_away[62],-0.515492,0.465409,1.01056,-2.07582,-0.581618,1.19316,4.7147,0.000308443,1.77126
skill_away[63],-0.343302,0.465695,1.00264,-1.88801,-0.414554,1.34753,4.63536,0.000303253,1.80586
skill_away[64],0.0444573,0.466459,1.02557,-1.55158,-0.0180623,1.77413,4.83397,0.000316246,1.72562
skill_away[65],-0.484813,0.465526,0.996362,-2.01754,-0.556592,1.19821,4.58085,0.000299687,1.83072
skill_away[66],-0.514986,0.465998,1.01217,-2.07643,-0.578125,1.17865,4.71783,0.000308648,1.76653
skill_away[67],-0.342353,0.466361,1.00218,-1.88073,-0.414621,1.34332,4.61791,0.000302111,1.81601
skill_away[68],-0.149143,0.467931,1.04116,-1.77526,-0.209845,1.60179,4.95078,0.000323888,1.68502
skill_away[69],-0.146246,0.465235,1.01097,-1.70497,-0.21209,1.55699,4.72203,0.000308923,1.76859
skill_away[70],-0.337416,0.4669,1.02409,-1.9181,-0.402259,1.38431,4.81089,0.000314736,1.73098
skill_away[71],-0.147265,0.466338,1.00029,-1.68223,-0.218017,1.54399,4.60099,0.000301004,1.82278
skill_away[72],-0.146126,0.467757,1.04223,-1.77331,-0.206265,1.60586,4.96459,0.000324791,1.67824
skill_away[73],-0.340163,0.466373,1.0022,-1.88145,-0.412186,1.35398,4.61789,0.00030211,1.81135
skill_away[74],-0.262439,0.465539,1.00569,-1.81219,-0.333755,1.42942,4.66677,0.000305307,1.79135
skill_away[75],-0.337343,0.466288,1.02359,-1.91488,-0.398819,1.39232,4.81884,0.000315256,1.72773
skill_away[76],-0.4458,0.465949,1.01719,-2.02926,-0.506045,1.25542,4.76568,0.000311778,1.75093
skill_away[77],-0.566143,0.46745,1.01068,-2.12387,-0.636573,1.13528,4.67474,0.000305829,1.78558
skill_away[78],-0.262953,0.465099,1.00494,-1.81518,-0.326467,1.42637,4.66861,0.000305428,1.79108
skill_away[79],-0.444735,0.466465,1.01714,-2.01105,-0.510251,1.27445,4.75469,0.000311059,1.757
skill_away[80],0.0436229,0.466777,1.02429,-1.53512,-0.0251572,1.76732,4.81533,0.000315027,1.73057
skill_away[81],-0.342663,0.466118,1.00085,-1.88098,-0.412876,1.34352,4.61044,0.000301622,1.81555
skill_away[82],-0.146387,0.466767,1.01254,-1.70076,-0.212962,1.55427,4.70571,0.000307855,1.77231
skill_away[83],-0.608306,0.465468,1.00773,-2.15149,-0.680792,1.08075,4.68714,0.00030664,1.78651
skill_away[84],-0.341661,0.466432,1.00354,-1.88485,-0.409076,1.34059,4.62904,0.000302839,1.80731
skill_away[85],-0.515279,0.465817,1.01155,-2.07462,-0.585441,1.17896,4.71567,0.000308507,1.77314
skill_away[86],-0.148112,0.465877,1.00165,-1.69114,-0.219626,1.53261,4.62261,0.000302418,1.8116
skill_away[87],0.0486147,0.466805,1.0037,-1.49586,-0.0165571,1.74222,4.6231,0.000302451,1.80685
skill_away[88],-0.337763,0.466501,1.02582,-1.92451,-0.400504,1.39299,4.8355,0.000316346,1.72442
skill_away[89],0.0448804,0.468036,1.02554,-1.54382,-0.018873,1.76863,4.80114,0.000314098,1.73317
skill_away[90],-0.337784,0.466658,1.02383,-1.9325,-0.397662,1.38563,4.81348,0.000314905,1.72985
skill_away[91],-0.342314,0.464796,1.00078,-1.88151,-0.41045,1.34627,4.63606,0.000303298,1.80723
skill_away[92],-0.336317,0.468192,1.02644,-1.92852,-0.397302,1.38799,4.80641,0.000314443,1.73486
skill_away[93],-0.145864,0.466553,1.01276,-1.69576,-0.208806,1.55775,4.71209,0.000308272,1.77331
skill_away[94],-0.60685,0.464957,1.00539,-2.15745,-0.676521,1.08513,4.67565,0.000305889,1.78586
skill_away[95],-0.149116,0.467055,1.04166,-1.76899,-0.202952,1.6,4.97415,0.000325417,1.67454
skill_away[96],-0.264371,0.465024,1.00337,-1.80722,-0.337052,1.43106,4.65551,0.000304571,1.79479
skill_away[97],0.150777,0.466354,1.01591,-1.41239,0.088701,1.85881,4.74548,0.000310457,1.75694
skill_away[98],0.15275,0.466382,1.01646,-1.40619,0.085679,1.87125,4.74999,0.000310752,1.75638
skill_away[99],0.109113,0.465584,1.00177,-1.43134,0.0369448,1.80013,4.62958,0.000302875,1.80919
skill_away[100],0.0458456,0.468167,1.02732,-1.54968,-0.0205177,1.77608,4.81515,0.000315015,1.73257
skill_away[101],0.221539,0.465651,1.01117,-1.33536,0.161501,1.92978,4.71546,0.000308493,1.77056
skill_away[102],-0.0322071,0.464882,1.00385,-1.57016,-0.100121,1.65177,4.66283,0.00030505,1.79155
skill_away[103],-0.227684,0.464702,0.996086,-1.76174,-0.299206,1.45066,4.59457,0.000300584,1.82469
skill_away[104],-0.148254,0.466824,1.01401,-1.71314,-0.218169,1.55916,4.71819,0.000308671,1.76612
skill_away[105],-0.261325,0.465354,1.00475,-1.81571,-0.329235,1.42732,4.66177,0.00030498,1.79686
skill_away[106],-0.146217,0.466319,1.0117,-1.70769,-0.212141,1.54862,4.70696,0.000307937,1.77103
skill_away[107],0.153288,0.466536,1.01674,-1.41966,0.0926663,1.85859,4.74949,0.000310719,1.7553
skill_away[108],0.0447621,0.467715,1.02919,-1.54953,-0.0166008,1.77321,4.84203,0.000316773,1.7197
skill_away[109],-0.259881,0.463,1.00139,-1.80041,-0.325117,1.43092,4.67779,0.000306028,1.78708
skill_away[110],-0.263642,0.466404,1.00616,-1.8033,-0.331213,1.4378,4.65381,0.000304459,1.79327
skill_away[111],-0.262702,0.464141,1.00383,-1.81769,-0.327713,1.43576,4.67753,0.000306011,1.78674
skill_away[112],-0.263401,0.466268,1.00792,-1.81206,-0.335326,1.43228,4.67279,0.000305702,1.78755
skill_away[113],-0.444401,0.466887,1.01546,-2.01294,-0.513166,1.26159,4.7304,0.00030947,1.75974
skill_away[114],0.152319,0.466805,1.02037,-1.433,0.0831812,1.86942,4.77795,0.000312581,1.7479
skill_away[115],-0.4443,0.466961,1.01681,-2.0179,-0.510215,1.26561,4.74157,0.000310201,1.75906
skill_away[116],-0.51681,0.464364,1.00984,-2.07071,-0.585354,1.18251,4.72923,0.000309393,1.76503
skill_away[117],-0.514621,0.466478,1.0098,-2.07457,-0.582015,1.18572,4.68607,0.00030657,1.77892
skill_away[118],-0.340308,0.467116,1.02487,-1.92438,-0.402611,1.38415,4.81377,0.000314924,1.72742
skill_away[119],-0.147288,0.46578,1.01284,-1.71378,-0.216326,1.55767,4.7285,0.000309346,1.76641
skill_away[120],-0.399192,0.463867,0.997609,-1.93556,-0.471925,1.28015,4.62523,0.00030259,1.81179
skill_away[121],-0.568312,0.464673,1.00729,-2.12419,-0.638829,1.12811,4.69911,0.000307423,1.7805
skill_away[122],-0.26273,0.463777,1.00421,-1.81182,-0.320937,1.42041,4.6885,0.000306729,1.78628
skill_away[123],-0.260698,0.466178,1.00771,-1.81876,-0.335017,1.43812,4.67267,0.000305694,1.78934
skill_away[124],-0.443326,0.466408,1.01873,-2.01596,-0.509711,1.26811,4.77079,0.000312113,1.7489
skill_away[125],0.0457396,0.467709,1.02725,-1.53869,-0.0201784,1.77171,4.82394,0.00031559,1.72661
skill_away[126],-0.338346,0.466686,1.02613,-1.9314,-0.399217,1.3885,4.83452,0.000316282,1.72247
skill_away[127],-0.261959,0.465847,1.0071,-1.81432,-0.329862,1.43015,4.6737,0.000305761,1.79173
skill_away[128],-0.0671873,0.466221,0.99874,-1.60792,-0.142382,1.61084,4.58903,0.000300222,1.82536
skill_away[129],-0.337466,0.466768,1.02416,-1.91986,-0.3993,1.39447,4.81425,0.000314956,1.73244
skill_away[130],-0.262637,0.464782,1.005,-1.80416,-0.328949,1.42969,4.67556,0.000305882,1.79103
skill_away[131],-0.29085,0.46399,0.994815,-1.81718,-0.360502,1.39154,4.59692,0.000300738,1.82807
skill_away[132],-0.443192,0.466984,1.01748,-2.01695,-0.512544,1.27206,4.74727,0.000310574,1.75808
skill_away[133],-0.147237,0.46572,1.01152,-1.70379,-0.213244,1.55629,4.7174,0.00030862,1.76975
skill_away[134],0.151544,0.465982,1.0147,-1.40964,0.0889407,1.85492,4.74169,0.000310209,1.7637
skill_away[135],0.272677,0.46586,1.00953,-1.28775,0.209371,1.96841,4.69602,0.000307221,1.77694
skill_away[136],0.14976,0.466873,1.01819,-1.41978,0.0847699,1.86725,4.75619,0.000311157,1.75397
skill_away[137],-0.261446,0.464509,1.00411,-1.80283,-0.331007,1.43457,4.67273,0.000305697,1.79095
skill_away[138],-0.0320531,0.466175,1.00651,-1.58486,-0.0984659,1.66291,4.66162,0.00030497,1.79433
skill_away[139],-0.447194,0.466471,1.01614,-2.01366,-0.516741,1.26733,4.7452,0.000310439,1.75855
skill_away[140],-0.146059,0.466916,1.03719,-1.75479,-0.207175,1.60436,4.93441,0.000322817,1.68637
